CD_MUNCP	DESIGNATION	NAME_MUNCP	MRC	REG_ADM
17055	Municipalité	Saint-Aubert	L'Islet	Chaudière-Appalaches
92005	Paroisse	Saint-Augustin	Maria-Chapdelaine	Saguenay–Lac-Saint-Jean
98012	Municipalité	Saint-Augustin	Le Golfe-du-Saint-Laurent	Côte-Nord
23072	Ville	Saint-Augustin-de-Desmaures	Hors MRC \ Communauté métropolitaine de Québec	Capitale-Nationale
30005	Paroisse	Saint-Augustin-de-Woburn	Le Granit	Estrie
51025	Paroisse	Saint-Barnabé	Maskinongé	Mauricie
54105	Municipalité	Saint-Barnabé-Sud	Les Maskoutains	Montérégie
52055	Paroisse	Saint-Barthélemy	D'Autray	Lanaudière
34038	Ville	Saint-Basile	Portneuf	Capitale-Nationale
57020	Ville	Saint-Basile-le-Grand	La Vallée-du-Richelieu \ Communauté métropolitaine de Montréal	Montérégie
28025	Municipalité	Saint-Benjamin	Les Etchemins	Chaudière-Appalaches
45080	Municipalité	Saint-Benoît-du-Lac	Memphrémagog	Estrie
29100	Municipalité	Saint-Benoît-Labre	Beauce-Sartigan	Chaudière-Appalaches
26055	Municipalité	Saint-Bernard	La Nouvelle-Beauce	Chaudière-Appalaches
68005	Municipalité	Saint-Bernard-de-Lacolle	Les Jardins-de-Napierville	Montérégie
54115	Municipalité	Saint-Bernard-de-Michaudville	Les Maskoutains	Montérégie
56065	Municipalité	Saint-Blaise-sur-Richelieu	Le Haut-Richelieu	Montérégie
49125	Municipalité	Saint-Bonaventure	Drummond	Centre-du-Québec
51085	Municipalité	Saint-Boniface	Maskinongé	Mauricie
93030	Municipalité	Saint-Bruno	Lac-Saint-Jean-Est	Saguenay–Lac-Saint-Jean
85045	Municipalité	Saint-Bruno-de-Guigues	Témiscamingue	Abitibi-Témiscamingue
14010	Municipalité	Saint-Bruno-de-Kamouraska	Kamouraska	Bas-Saint-Laurent
58037	Ville	Saint-Bruno-de-Montarville	Hors MRC \ Communauté métropolitaine de Montréal	Montérégie
63055	Municipalité	Saint-Calixte	Montcalm	Lanaudière
40025	Canton	Saint-Camille	Les Sources	Estrie
28070	Paroisse	Saint-Camille-de-Lellis	Les Etchemins	Chaudière-Appalaches
34078	Municipalité	Saint-Casimir	Portneuf	Capitale-Nationale
50030	Village	Saint-Célestin	Nicolet-Yamaska	Centre-du-Québec
50035	Municipalité	Saint-Célestin	Nicolet-Yamaska	Centre-du-Québec
55023	Ville	Saint-Césaire	Rouville	Montérégie
61035	Municipalité	Saint-Charles-Borromée	Joliette	Lanaudière
19097	Municipalité	Saint-Charles-de-Bellechasse	Bellechasse	Chaudière-Appalaches
94260	Municipalité	Saint-Charles-de-Bourget	Le Fjord-du-Saguenay	Saguenay–Lac-Saint-Jean
9010	Paroisse	Saint-Charles-Garnier	La Mitis	Bas-Saint-Laurent
57057	Municipalité	Saint-Charles-sur-Richelieu	La Vallée-du-Richelieu	Montérégie
39060	Paroisse	Saint-Christophe-d'Arthabaska	Arthabaska	Centre-du-Québec
69017	Municipalité	Saint-Chrysostome	Le Haut-Saint-Laurent	Montérégie
42100	Municipalité	Saint-Claude	Le Val-Saint-François	Estrie
11005	Municipalité	Saint-Clément	Les Basques	Bas-Saint-Laurent
7090	Paroisse	Saint-Cléophas	La Matapédia	Bas-Saint-Laurent
52075	Municipalité	Saint-Cléophas-de-Brandon	D'Autray	Lanaudière
71045	Municipalité	Saint-Clet	Vaudreuil-Soulanges	Montérégie
75005	Ville	Saint-Colomban	La Rivière-du-Nord	Laurentides
62065	Municipalité	Saint-Côme	Matawinie	Lanaudière
29057	Municipalité	Saint-Côme–Linière	Beauce-Sartigan	Chaudière-Appalaches
67035	Ville	Saint-Constant	Roussillon \ Communauté métropolitaine de Montréal	Montérégie
52062	Municipalité	Saint-Cuthbert	D'Autray	Lanaudière
28040	Paroisse	Saint-Cyprien	Les Etchemins	Chaudière-Appalaches
12005	Municipalité	Saint-Cyprien	Rivière-du-Loup	Bas-Saint-Laurent
68035	Municipalité	Saint-Cyprien-de-Napierville	Les Jardins-de-Napierville	Montérégie
17045	Paroisse	Saint-Cyrille-de-Lessard	L'Islet	Chaudière-Appalaches
49070	Municipalité	Saint-Cyrille-de-Wendover	Drummond	Centre-du-Québec
7105	Paroisse	Saint-Damase	La Matapédia	Bas-Saint-Laurent
54017	Municipalité	Saint-Damase	Les Maskoutains	Montérégie
17040	Municipalité	Saint-Damase-de-L'Islet	L'Islet	Chaudière-Appalaches
62075	Paroisse	Saint-Damien	Matawinie	Lanaudière
19030	Paroisse	Saint-Damien-de-Buckland	Bellechasse	Chaudière-Appalaches
53005	Municipalité	Saint-David	Pierre-De Saurel	Montérégie
94245	Municipalité	Saint-David-de-Falardeau	Le Fjord-du-Saguenay	Saguenay–Lac-Saint-Jean
14055	Municipalité	Saint-Denis-De La Bouteillerie	Kamouraska	Bas-Saint-Laurent
42025	Municipalité	Saint-Denis-de-Brompton	Le Val-Saint-François	Estrie
57068	Municipalité	Saint-Denis-sur-Richelieu	La Vallée-du-Richelieu	Montérégie
52090	Paroisse	Saint-Didace	D'Autray	Lanaudière
54060	Municipalité	Saint-Dominique	Les Maskoutains	Montérégie
88065	Municipalité	Saint-Dominique-du-Rosaire	Abitibi	Abitibi-Témiscamingue
62060	Municipalité	Saint-Donat	Matawinie	Lanaudière
9030	Paroisse	Saint-Donat	La Mitis	Bas-Saint-Laurent
49100	Paroisse	Saint-Edmond-de-Grantham	Drummond	Centre-du-Québec
92050	Municipalité	Saint-Edmond-les-Plaines	Maria-Chapdelaine	Saguenay–Lac-Saint-Jean
68045	Municipalité	Saint-Édouard	Les Jardins-de-Napierville	Montérégie
85015	Paroisse	Saint-Édouard-de-Fabre	Témiscamingue	Abitibi-Témiscamingue
33080	Paroisse	Saint-Édouard-de-Lotbinière	Lotbinière	Chaudière-Appalaches
51050	Municipalité	Saint-Édouard-de-Maskinongé	Maskinongé	Mauricie
51075	Municipalité	Saint-Élie-de-Caxton	Maskinongé	Mauricie
11035	Paroisse	Saint-Éloi	Les Basques	Bas-Saint-Laurent
50095	Paroisse	Saint-Elphège	Nicolet-Yamaska	Centre-du-Québec
26022	Municipalité	Saint-Elzéar	La Nouvelle-Beauce	Chaudière-Appalaches
5050	Municipalité	Saint-Elzéar	Bonaventure	Gaspésie–Îles-de-la-Madeleine
13085	Municipalité	Saint-Elzéar-de-Témiscouata	Témiscouata	Bas-Saint-Laurent
80125	Municipalité	Saint-Émile-de-Suffolk	Papineau	Outaouais
29112	Municipalité	Saint-Éphrem-de-Beauce	Beauce-Sartigan	Chaudière-Appalaches
12030	Municipalité	Saint-Épiphane	Rivière-du-Loup	Bas-Saint-Laurent
63030	Municipalité	Saint-Esprit	Montcalm	Lanaudière
70030	Municipalité	Saint-Étienne-de-Beauharnois	Beauharnois-Salaberry	Montérégie
45100	Municipalité	Saint-Étienne-de-Bolton	Memphrémagog	Estrie
51090	Paroisse	Saint-Étienne-des-Grès	Maskinongé	Mauricie
49105	Municipalité	Saint-Eugène	Drummond	Centre-du-Québec
92065	Municipalité	Saint-Eugène-d'Argentenay	Maria-Chapdelaine	Saguenay–Lac-Saint-Jean
85085	Municipalité	Saint-Eugène-de-Guigues	Témiscamingue	Abitibi-Témiscamingue
10075	Paroisse	Saint-Eugène-de-Ladrière	Rimouski-Neigette	Bas-Saint-Laurent
13030	Paroisse	Saint-Eusèbe	Témiscouata	Bas-Saint-Laurent
72005	Ville	Saint-Eustache	Deux-Montagnes \ Communauté métropolitaine de Montréal	Laurentides
29025	Municipalité	Saint-Évariste-de-Forsyth	Beauce-Sartigan	Chaudière-Appalaches
10070	Paroisse	Saint-Fabien	Rimouski-Neigette	Bas-Saint-Laurent
18015	Paroisse	Saint-Fabien-de-Panet	Montmagny	Chaudière-Appalaches
78047	Municipalité	Saint-Faustin–Lac-Carré	Les Laurentides	Laurentides
91042	Ville	Saint-Félicien	Le Domaine-du-Roy	Saguenay–Lac-Saint-Jean
94225	Municipalité	Saint-Félix-d'Otis	Le Fjord-du-Saguenay	Saguenay–Lac-Saint-Jean
88060	Municipalité	Saint-Félix-de-Dalquier	Abitibi	Abitibi-Témiscamingue
49005	Municipalité	Saint-Félix-de-Kingsey	Drummond	Centre-du-Québec
62007	Municipalité	Saint-Félix-de-Valois	Matawinie	Lanaudière
32013	Municipalité	Saint-Ferdinand	L'Érable	Centre-du-Québec
21010	Municipalité	Saint-Ferréol-les-Neiges	La Côte-de-Beaupré\ Communauté métropolitaine de Québec	Capitale-Nationale
33052	Municipalité	Saint-Flavien	Lotbinière	Chaudière-Appalaches
31030	Municipalité	Saint-Fortunat	Les Appalaches	Chaudière-Appalaches
6055	Municipalité	Saint-François-d'Assise	Avignon	Gaspésie–Îles-de-la-Madeleine
20005	Municipalité	Saint-François-de-l'Île-d'Orléans	L'Île-d'Orléans \ Communauté métropolitaine de Québec	Capitale-Nationale
18060	Municipalité	Saint-François-de-la-Rivière-du-Sud	Montmagny	Chaudière-Appalaches
91015	Municipalité	Saint-François-de-Sales	Le Domaine-du-Roy	Saguenay–Lac-Saint-Jean
50128	Municipalité	Saint-François-du-Lac	Nicolet-Yamaska	Centre-du-Québec
42020	Municipalité	Saint-François-Xavier-de-Brompton	Le Val-Saint-François	Estrie
12025	Municipalité	Saint-François-Xavier-de-Viger	Rivière-du-Loup	Bas-Saint-Laurent
27065	Paroisse	Saint-Frédéric	Robert-Cliche	Chaudière-Appalaches
94235	Municipalité	Saint-Fulgence	Le Fjord-du-Saguenay	Saguenay–Lac-Saint-Jean
52080	Ville	Saint-Gabriel	D'Autray	Lanaudière
52085	Municipalité	Saint-Gabriel-de-Brandon	D'Autray	Lanaudière
9025	Municipalité	Saint-Gabriel-de-Rimouski	La Mitis	Bas-Saint-Laurent
22025	Municipalité	Saint-Gabriel-de-Valcartier	La Jacques-Cartier \ Communauté métropolitaine de Québec	Capitale-Nationale
14075	Municipalité	Saint-Gabriel-Lalemant	Kamouraska	Bas-Saint-Laurent
93035	Municipalité	Saint-Gédéon	Lac-Saint-Jean-Est	Saguenay–Lac-Saint-Jean
29013	Municipalité	Saint-Gédéon-de-Beauce	Beauce-Sartigan	Chaudière-Appalaches
29073	Ville	Saint-Georges	Beauce-Sartigan	Chaudière-Appalaches
56010	Municipalité	Saint-Georges-de-Clarenceville	Le Haut-Richelieu	Montérégie
40032	Municipalité	Saint-Georges-de-Windsor	Les Sources	Estrie
53085	Paroisse	Saint-Gérard-Majella	Pierre-De Saurel	Montérégie
14045	Paroisse	Saint-Germain	Kamouraska	Bas-Saint-Laurent
49048	Municipalité	Saint-Germain-de-Grantham	Drummond	Centre-du-Québec
19075	Municipalité	Saint-Gervais	Bellechasse	Chaudière-Appalaches
34060	Paroisse	Saint-Gilbert	Portneuf	Capitale-Nationale
33035	Municipalité	Saint-Gilles	Lotbinière	Chaudière-Appalaches
5015	Canton	Saint-Godefroi	Bonaventure	Gaspésie–Îles-de-la-Madeleine
49113	Municipalité	Saint-Guillaume	Drummond	Centre-du-Québec
11020	Municipalité	Saint-Guy	Les Basques	Bas-Saint-Laurent
19068	Municipalité	Saint-Henri	Bellechasse	Chaudière-Appalaches
93070	Municipalité	Saint-Henri-de-Taillon	Lac-Saint-Jean-Est	Saguenay–Lac-Saint-Jean
44015	Municipalité	Saint-Herménégilde	Coaticook	Estrie
29020	Paroisse	Saint-Hilaire-de-Dorset	Beauce-Sartigan	Chaudière-Appalaches
16050	Paroisse	Saint-Hilarion	Charlevoix	Capitale-Nationale
75045	Municipalité	Saint-Hippolyte	La Rivière-du-Nord	Laurentides
94240	Ville	Saint-Honoré	Le Fjord-du-Saguenay	Saguenay–Lac-Saint-Jean
29038	Municipalité	Saint-Honoré-de-Shenley	Beauce-Sartigan	Chaudière-Appalaches
13090	Municipalité	Saint-Honoré-de-Témiscouata	Témiscouata	Bas-Saint-Laurent
12010	Municipalité	Saint-Hubert-de-Rivière-du-Loup	Rivière-du-Loup	Bas-Saint-Laurent
54100	Municipalité	Saint-Hugues	Les Maskoutains	Montérégie
54048	Ville	Saint-Hyacinthe	Les Maskoutains	Montérégie
52045	Municipalité	Saint-Ignace-de-Loyola	D'Autray	Lanaudière
46095	Municipalité	Saint-Ignace-de-Stanbridge	Brome-Missisquoi	Montérégie
15005	Paroisse	Saint-Irénée	Charlevoix-Est	Capitale-Nationale
67040	Paroisse	Saint-Isidore	Roussillon \ Communauté métropolitaine de Montréal	Montérégie
26063	Municipalité	Saint-Isidore	La Nouvelle-Beauce	Chaudière-Appalaches
41012	Municipalité	Saint-Isidore-de-Clifton	Le Haut-Saint-François	Estrie
63013	Municipalité	Saint-Jacques	Montcalm	Lanaudière
31140	Municipalité	Saint-Jacques-de-Leeds	Les Appalaches	Chaudière-Appalaches
31025	Paroisse	Saint-Jacques-le-Majeur-de-Wolfestown	Les Appalaches	Chaudière-Appalaches
68040	Municipalité	Saint-Jacques-le-Mineur	Les Jardins-de-Napierville	Montérégie
33065	Municipalité	Saint-Janvier-de-Joly	Lotbinière	Chaudière-Appalaches
57033	Municipalité	Saint-Jean-Baptiste	La Vallée-du-Richelieu \ Communauté métropolitaine de Montréal	Montérégie
31100	Municipalité	Saint-Jean-de-Brébeuf	Les Appalaches	Chaudière-Appalaches
8010	Paroisse	Saint-Jean-de-Cherbourg	La Matanie	Bas-Saint-Laurent
11010	Municipalité	Saint-Jean-de-Dieu	Les Basques	Bas-Saint-Laurent
20015	Municipalité	Saint-Jean-de-l'Île-d'Orléans	L'Île-d'Orléans \ Communauté métropolitaine de Québec	Capitale-Nationale
13010	Municipalité	Saint-Jean-de-la-Lande	Témiscouata	Bas-Saint-Laurent
62015	Municipalité	Saint-Jean-de-Matha	Matawinie	Lanaudière
17070	Municipalité	Saint-Jean-Port-Joli	L'Islet	Chaudière-Appalaches
56083	Ville	Saint-Jean-sur-Richelieu	Le Haut-Richelieu	Montérégie
75017	Ville	Saint-Jérôme	La Rivière-du-Nord	Laurentides
21020	Paroisse	Saint-Joachim	La Côte-de-Beaupré\ Communauté métropolitaine de Québec	Capitale-Nationale
47040	Municipalité	Saint-Joachim-de-Shefford	La Haute-Yamaska	Montérégie
27043	Ville	Saint-Joseph-de-Beauce	Robert-Cliche	Chaudière-Appalaches
31045	Municipalité	Saint-Joseph-de-Coleraine	Les Appalaches	Chaudière-Appalaches
14030	Paroisse	Saint-Joseph-de-Kamouraska	Kamouraska	Bas-Saint-Laurent
9070	Paroisse	Saint-Joseph-de-Lepage	La Mitis	Bas-Saint-Laurent
53050	Ville	Saint-Joseph-de-Sorel	Pierre-De Saurel	Montérégie
27050	Municipalité	Saint-Joseph-des-Érables	Robert-Cliche	Chaudière-Appalaches
72025	Municipalité	Saint-Joseph-du-Lac	Deux-Montagnes \ Communauté métropolitaine de Montréal	Laurentides
54110	Municipalité	Saint-Jude	Les Maskoutains	Montérégie
27055	Paroisse	Saint-Jules	Robert-Cliche	Chaudière-Appalaches
31035	Municipalité	Saint-Julien	Les Appalaches	Chaudière-Appalaches
18005	Municipalité	Saint-Just-de-Bretenières	Montmagny	Chaudière-Appalaches
13040	Municipalité	Saint-Juste-du-Lac	Témiscouata	Bas-Saint-Laurent
51045	Municipalité	Saint-Justin	Maskinongé	Mauricie
58012	Ville	Saint-Lambert	Hors MRC \ Communauté métropolitaine de Montréal	Montérégie
87120	Paroisse	Saint-Lambert	Abitibi-Ouest	Abitibi-Témiscamingue
26070	Municipalité	Saint-Lambert-de-Lauzon	La Nouvelle-Beauce	Chaudière-Appalaches
20020	Municipalité	Saint-Laurent-de-l'Île-d'Orléans	L'Île-d'Orléans \ Communauté métropolitaine de Québec	Capitale-Nationale
71105	Ville	Saint-Lazare	Vaudreuil-Soulanges\ Communauté métropolitaine de Montréal	Montérégie
19050	Municipalité	Saint-Lazare-de-Bellechasse	Bellechasse	Chaudière-Appalaches
8065	Paroisse	Saint-Léandre	La Matanie	Bas-Saint-Laurent
19020	Paroisse	Saint-Léon-de-Standon	Bellechasse	Chaudière-Appalaches
51035	Paroisse	Saint-Léon-le-Grand	Maskinongé	Mauricie
7030	Paroisse	Saint-Léon-le-Grand	La Matapédia	Bas-Saint-Laurent
50042	Municipalité	Saint-Léonard-d'Aston	Nicolet-Yamaska	Centre-du-Québec
34115	Municipalité	Saint-Léonard-de-Portneuf	Portneuf	Capitale-Nationale
54072	Municipalité	Saint-Liboire	Les Maskoutains	Montérégie
63065	Municipalité	Saint-Liguori	Montcalm	Lanaudière
63048	Ville	Saint-Lin–Laurentides	Montcalm	Lanaudière
54120	Municipalité	Saint-Louis	Les Maskoutains	Montérégie
39170	Municipalité	Saint-Louis-de-Blandford	Arthabaska	Centre-du-Québec
28035	Municipalité	Saint-Louis-de-Gonzague	Les Etchemins	Chaudière-Appalaches
70035	Paroisse	Saint-Louis-de-Gonzague	Beauharnois-Salaberry	Montérégie
21015	Paroisse	Saint-Louis-de-Gonzague-du-Cap-Tourmente	La Côte-de-Beaupré\ Communauté métropolitaine de Québec	Capitale-Nationale
13080	Paroisse	Saint-Louis-du-Ha! Ha!	Témiscouata	Bas-Saint-Laurent
28060	Municipalité	Saint-Luc-de-Bellechasse	Les Etchemins	Chaudière-Appalaches
37225	Municipalité	Saint-Luc-de-Vincennes	Les Chenaux	Mauricie
49030	Municipalité	Saint-Lucien	Drummond	Centre-du-Québec
30072	Municipalité	Saint-Ludger	Le Granit	Estrie
93080	Municipalité	Saint-Ludger-de-Milot	Lac-Saint-Jean-Est	Saguenay–Lac-Saint-Jean
28075	Municipalité	Saint-Magloire	Les Etchemins	Chaudière-Appalaches
49095	Paroisse	Saint-Majorique-de-Grantham	Drummond	Centre-du-Québec
19025	Paroisse	Saint-Malachie	Bellechasse	Chaudière-Appalaches
44003	Municipalité	Saint-Malo	Coaticook	Estrie
88040	Paroisse	Saint-Marc-de-Figuery	Abitibi	Abitibi-Témiscamingue
34065	Ville	Saint-Marc-des-Carrières	Portneuf	Capitale-Nationale
13020	Paroisse	Saint-Marc-du-Lac-Long	Témiscouata	Bas-Saint-Laurent
57050	Municipalité	Saint-Marc-sur-Richelieu	La Vallée-du-Richelieu	Montérégie
17020	Municipalité	Saint-Marcel	L'Islet	Chaudière-Appalaches
54125	Municipalité	Saint-Marcel-de-Richelieu	Les Maskoutains	Montérégie
10025	Paroisse	Saint-Marcellin	Rimouski-Neigette	Bas-Saint-Laurent
29045	Paroisse	Saint-Martin	Beauce-Sartigan	Chaudière-Appalaches
55065	Municipalité	Saint-Mathias-sur-Richelieu	Rouville \ Communauté métropolitaine de Montréal	Montérégie
67005	Municipalité	Saint-Mathieu	Roussillon \ Communauté métropolitaine de Montréal	Montérégie
88050	Municipalité	Saint-Mathieu-d'Harricana	Abitibi	Abitibi-Témiscamingue
57045	Municipalité	Saint-Mathieu-de-Beloeil	La Vallée-du-Richelieu \ Communauté métropolitaine de Montréal	Montérégie
11050	Paroisse	Saint-Mathieu-de-Rioux	Les Basques	Bas-Saint-Laurent
51070	Municipalité	Saint-Mathieu-du-Parc	Maskinongé	Mauricie
37230	Paroisse	Saint-Maurice	Les Chenaux	Mauricie
4010	Municipalité	Saint-Maxime-du-Mont-Louis	La Haute-Gaspésie	Gaspésie–Îles-de-la-Madeleine
11025	Municipalité	Saint-Médard	Les Basques	Bas-Saint-Laurent
68050	Municipalité	Saint-Michel	Les Jardins-de-Napierville	Montérégie
19110	Municipalité	Saint-Michel-de-Bellechasse	Bellechasse	Chaudière-Appalaches
62085	Municipalité	Saint-Michel-des-Saints	Matawinie	Lanaudière
13065	Municipalité	Saint-Michel-du-Squatec	Témiscouata	Bas-Saint-Laurent
12020	Municipalité	Saint-Modeste	Rivière-du-Loup	Bas-Saint-Laurent
7095	Paroisse	Saint-Moïse	La Matapédia	Bas-Saint-Laurent
37240	Paroisse	Saint-Narcisse	Les Chenaux	Mauricie
33030	Paroisse	Saint-Narcisse-de-Beaurivage	Lotbinière	Chaudière-Appalaches
10015	Paroisse	Saint-Narcisse-de-Rimouski	Rimouski-Neigette	Bas-Saint-Laurent
93045	Municipalité	Saint-Nazaire	Lac-Saint-Jean-Est	Saguenay–Lac-Saint-Jean
48050	Paroisse	Saint-Nazaire-d'Acton	Acton	Montérégie
19015	Paroisse	Saint-Nazaire-de-Dorchester	Bellechasse	Chaudière-Appalaches
19045	Municipalité	Saint-Nérée-de-Bellechasse	Bellechasse	Chaudière-Appalaches
7100	Village	Saint-Noël	La Matapédia	Bas-Saint-Laurent
52070	Paroisse	Saint-Norbert	D'Autray	Lanaudière
39043	Municipalité	Saint-Norbert-d'Arthabaska	Arthabaska	Centre-du-Québec
9055	Paroisse	Saint-Octave-de-Métis	La Mitis	Bas-Saint-Laurent
27035	Paroisse	Saint-Odilon-de-Cranbourne	Robert-Cliche	Chaudière-Appalaches
17005	Municipalité	Saint-Omer	L'Islet	Chaudière-Appalaches
14080	Municipalité	Saint-Onésime-d'Ixworth	Kamouraska	Bas-Saint-Laurent
53032	Ville	Saint-Ours	Pierre-De Saurel	Montérégie
14070	Municipalité	Saint-Pacôme	Kamouraska	Bas-Saint-Laurent
17010	Ville	Saint-Pamphile	L'Islet	Chaudière-Appalaches
14018	Ville	Saint-Pascal	Kamouraska	Bas-Saint-Laurent
33025	Municipalité	Saint-Patrice-de-Beaurivage	Lotbinière	Chaudière-Appalaches
68025	Municipalité	Saint-Patrice-de-Sherrington	Les Jardins-de-Napierville	Montérégie
61005	Municipalité	Saint-Paul	Joliette	Lanaudière
55015	Municipalité	Saint-Paul-d'Abbotsford	Rouville	Montérégie
56035	Municipalité	Saint-Paul-de-l'Île-aux-Noix	Le Haut-Richelieu	Montérégie
